,ID,MOLD_ID,CT,TFF
65,103717,D,0,19700101090000
67,103723,E,500,20210713111224
68,103725,E,0,20210713121224
69,103727,E,0,20210713131225
70,103729,E,0,20210713141226
71,103731,E,0,20210713151227
72,103733,E,0,20210713161228
73,103735,E,0,20210713171229
74,103737,E,0,20210713181230
75,103739,E,0,20210713191231
76,103741,E,0,20210713201232
77,103743,E,0,20210713211233
78,103745,E,0,20210713221234
79,103757,E,0,20210713231235
80,103759,E,0,20210714001236
81,103761,E,0,20210714011237
82,103763,E,0,20210714021238
83,103765,E,0,20210714021238
84,103767,E,0,19700101090000
85,103769,E,0,19700101090000
86,103771,E,0,19700101090000
305,104613,B,0,20210408061201
306,104615,B,0,20210408071202
307,104617,B,0,20210408081203
308,104619,B,0,20210407151146
309,104621,B,0,20210407161147
310,104623,B,0,20210407171148
311,104640,B,0,20210407181149
312,104642,B,0,20210407191150
313,104644,B,0,20210407201151
314,104646,B,0,20210407211152
315,104648,B,0,20210407221153
316,104650,B,0,20210407231154
317,104652,B,0,20210408001155
318,104654,B,0,20210408011156
319,104656,B,0,20210408021157
320,104658,B,0,20210408031158
321,104660,B,0,20210408041159
322,104662,B,0,19700101020000
329,104692,B,0,19700101020000
515,105481,B,806,20210429112306
596,105822,B,0,20210429122310
655,106067,B,0,20210429132312
732,106309,B,0,20210429142314
791,106532,B,0,20210429152317
849,106754,B,0,20210429162321
910,106976,B,0,20210429172323
968,107195,B,0,20210429182325
1026,107414,B,0,20210429192327
1084,107633,B,0,20210429202329
1142,107852,B,0,20210429212331
1200,108071,B,0,20210429222333
1206,108083,B,0,20210429222333
1264,108308,B,0,20210429233023
1322,108527,B,0,20210430003025
1380,108746,B,0,20210430013028
1438,108969,B,0,20210430023030
1767,110890,F,0,19700101020000
1992,111619,C,0,19700101020000
2030,111758,F,2,20210513084331
1466,120854,D,0,20211024171850
1467,120856,D,0,20211024181851
1468,120858,D,0,20211024191852
1469,120860,D,0,20211024201853
1470,120862,D,0,20211024211854
1471,120864,D,0,20211024221855
1472,120866,D,0,20211024231856
1473,120868,D,0,20211025001857
1474,120870,D,0,20211025011858
1475,120872,D,0,20211025021859
1476,120874,D,0,20211025031900
1477,120876,D,0,20211025041901
1478,120878,D,0,20211025051902
1479,120880,D,652,20211025061903
1480,120882,D,651,20211025071904
1481,120899,D,651,20211025081905
1482,120901,D,651,20211025091906
1483,120903,D,651,20211025101907
1484,120905,E,0,20211024172142
1485,120907,E,0,20211024182143
1486,120909,E,0,20211024192144
1487,120911,E,0,20211024202145
1488,120913,E,0,20211024212146
1489,120915,E,0,20211024222147
1490,120917,E,0,20211024232148
1491,120919,E,0,20211025002149
1492,120921,E,0,20211025012150
1493,120923,E,0,20211025022151
1494,120925,E,0,20211025032152
1495,120927,E,0,20211025042153
1496,120935,E,222,20211025052154
1497,120937,E,222,20211025062155
1498,120939,E,222,20211025072156
1499,120941,E,222,20211025082157
1500,120943,E,222,20211025092158
1501,120945,E,222,20211025102159
1502,120974,D,651,20211025111307
1503,120976,E,221,20211025111647
1504,120993,D,651,20211025120456
1505,120995,E,222,20211025120835
1506,121013,D,651,20211025130459
1507,121015,E,222,20211025130838
1508,121029,D,651,20211025140501
1509,121031,E,222,20211025140841
1510,121047,D,651,20211025150503
1511,121049,E,76,20211025150844
1512,121066,D,651,20211025160508
1513,121068,E,222,20211025160849
1514,121084,D,651,20211025170510
1515,121086,E,223,20211025170854
1516,121102,D,651,20211025180512
1517,121104,E,223,20211025180856
1518,121120,D,651,20211025190517
1519,121122,E,223,20211025190859
1520,121138,D,651,20211025200519
1521,121140,E,223,20211025200901
1522,121157,D,651,20211025210521
1523,121159,E,223,20211025210903
1524,121175,D,651,20211025220522
1525,121177,E,223,20211025220905
1526,121193,D,651,20211025230527
1527,121195,E,223,20211025230910
1528,121211,D,651,20211026000532
1529,121213,E,223,20211026000912
1530,121229,D,651,20211026010532
1531,121231,E,223,20211026010911
1532,121249,D,651,20211026020535
1533,121251,E,223,20211026020913
1534,121269,D,651,20211026030536
1535,121271,E,223,20211026030915
1536,121287,D,651,20211026040538
1537,121289,E,223,20211026040918
1538,121307,D,651,20211026050540
1539,121309,E,223,20211026050923
1540,121325,D,651,20211026060542
1541,121327,E,223,20211026060925
1542,121343,D,651,20211026070543
1543,121345,E,223,20211026070930
1544,121361,D,651,20211026080548
1545,121363,E,173,20211026080935
1546,121379,D,651,20211026090550
1547,121381,E,0,20211026090937
1548,121397,D,651,20211026100552
1549,121399,E,223,20211026100942
1550,121416,D,651,20211026110554
1551,121418,E,223,20211026110944
1552,121434,D,651,20211026120557
1553,121436,E,223,20211026120949
1554,121452,D,651,20211026130559
1555,121454,E,223,20211026130951
1556,121470,D,651,20211026140602
1557,121472,E,223,20211026140956
1558,121488,D,651,20211026150603
1559,121490,E,223,20211026150958
1560,121521,D,651,20211026160605
1561,121523,E,223,20211026161002
1562,121539,D,651,20211026170608
1563,121541,E,223,20211026171004
1564,121557,D,651,20211026180610
1565,121559,E,223,20211026181006
1566,121575,D,651,20211026190611
1567,121577,E,223,20211026191008
1568,121593,D,651,20211026200613
1569,121595,E,223,20211026201012
1570,121611,D,651,20211026210616
1571,121613,E,223,20211026211017
1572,121629,D,651,20211026220618
1573,121631,E,223,20211026221022
1574,121647,D,651,20211026230619
1575,121649,E,223,20211026231025
1576,121665,D,651,20211027000621
1577,121667,E,223,20211027001024
1578,121683,D,651,20211027010621
1579,121685,E,223,20211027011026
1580,121702,D,651,20211027020629
1581,121707,E,223,20211027021032
1582,121723,D,651,20211027030633
1583,121725,E,223,20211027031034
1584,121741,D,651,20211027040635
1585,121743,E,223,20211027041035
1586,121761,D,651,20211027050641
1587,121763,E,223,20211027051040
1588,121779,D,651,20211027060643
1589,121781,E,223,20211027061042
1590,121786,D,651,20211027060643
1591,121799,E,223,20211027071045
1592,121804,D,651,20211027071409
1593,121818,E,223,20211027081046
1594,121823,D,651,20211027081411
1595,121836,E,173,20211027091051
1596,121841,D,651,20211027091413
1597,121854,E,223,20211027101053
1598,121859,D,651,20211027101418
1599,121872,E,223,20211027111056
1600,121877,D,651,20211027111419
1601,121903,E,223,20211027121056
1602,121908,D,651,20211027121420
1603,121921,E,223,20211027131058
1604,121926,D,651,20211027131421
1605,121939,E,223,20211027141100
1606,121944,D,651,20211027141426
1607,121957,E,223,20211027151104
1608,121962,D,651,20211027151429
1609,121975,E,223,20211027161109
1610,121980,D,651,20211027161431
1611,122006,E,223,20211027171111
1612,122011,D,651,20211027171432
1613,122024,E,223,20211027181113
1614,122029,D,651,20211027181435
1615,122042,E,223,20211027191116
1616,122047,D,651,20211027191437
1617,122060,E,223,20211027201118
1618,122065,D,651,20211027201438
1619,122078,E,223,20211027211124
1620,122083,D,651,20211027211440
1621,122096,E,223,20211027221127
1622,122101,D,651,20211027221442
1623,122129,E,223,20211027231133
1624,122131,D,651,20211027231448
1625,122148,E,223,20211028001137
1626,122150,D,651,20211028001449
1627,122166,E,223,20211028011139
1628,122168,D,651,20211028011452
1629,122188,E,223,20211028021141
1630,122190,D,651,20211028021454
1631,122206,E,223,20211028031143
1632,122208,D,651,20211028031456
1633,122224,E,223,20211028041146
1634,122226,D,651,20211028041459
1635,122244,E,223,20211028051147
1636,122246,D,651,20211028051500
1637,122262,E,223,20211028061150
1638,122264,D,651,20211028061502
1639,122280,E,223,20211028071152
1640,122282,D,651,20211028071504
1641,122298,E,223,20211028081155
1642,122300,D,651,20211028081506
1643,122316,E,223,20211028091159
1644,122318,D,651,20211028091508
1645,122335,E,223,20211028101201
1646,122337,D,651,20211028101510
1647,122365,E,222,20211028111203
1648,122367,D,651,20211028111512
1649,122385,E,222,20211028121206
1650,122387,D,651,20211028121514
1651,122404,E,222,20211028131209
1652,122406,D,651,20211028131515
1653,122422,E,223,20211028141211
1654,122424,D,651,20211028141517
1655,122440,E,223,20211028151216
1656,122442,D,651,20211028151519
1657,122459,E,223,20211028161222
1658,122461,D,651,20211028161524
1659,122466,E,223,20211028161222
1660,122479,D,651,20211028171526
1661,122484,E,216,20211028172132
1662,122497,D,651,20211028181527
1663,122502,E,216,20211028182135
1664,122515,D,651,20211028191529
1665,122520,E,216,20211028192137
1666,122533,D,651,20211028201531
1667,122538,E,216,20211028202139
1668,122551,D,651,20211028211533
1669,122556,E,216,20211028212145
1670,122569,D,651,20211028221537
1671,122574,E,216,20211028222147
1672,122587,D,651,20211028231539
1673,122592,E,216,20211028232149
1674,122605,D,651,20211029001542
1675,122610,E,216,20211029002154
1676,122623,D,651,20211029011545
1677,122628,E,216,20211029012156
1678,122645,D,652,20211029021546
1679,122650,E,216,20211029022158
1680,122663,D,651,20211029031548
1681,122668,E,216,20211029032201
1682,122682,D,651,20211029041550
1683,122687,E,216,20211029042203
1684,122702,D,651,20211029051552
1685,122707,E,216,20211029052205
1686,122720,D,652,20211029061553
1687,122725,E,506,20211029062207
1688,122738,D,651,20211029071555
1689,122743,E,0,20211029072210
1690,122771,D,651,20211029081558
1691,122777,E,0,20211029082215
1692,122792,D,651,20211029091601
1693,122797,E,537,20211029092216
1694,122810,D,651,20211029101607
1695,122815,E,0,20211029102218
1696,122828,D,651,20211029111608
1697,122833,E,0,20211029112220
1698,122846,D,651,20211029121610
1699,122851,E,0,20211029122221
1700,122864,D,651,20211029131612
1701,122869,E,0,20211029132223
1702,122883,D,651,20211029141614
1703,122888,E,0,20211029142225
1704,122906,D,651,20211029151616
1705,122911,E,0,20211029152226
1706,122924,D,651,20211029161622
1707,122929,E,0,20211029162228
1708,122943,D,651,20211029171624
1709,122948,E,0,20211029172230
1710,122961,D,651,20211029181627
1711,122966,E,0,20211029182232
1712,122979,D,651,20211029191629
1713,122984,E,0,20211029192234
1714,122997,D,651,20211029201630
1715,123002,E,0,20211029202239
1716,123015,D,651,20211029211632
1717,123020,E,0,20211029212241
1718,123033,D,651,20211029221634
1719,123038,E,0,20211029222243
1720,123049,D,652,20211029231637
1721,123054,E,0,20211029232246
1722,123067,D,651,20211030001638
1723,123072,E,0,20211030002246
1724,123085,D,651,20211030011640
1725,123090,E,0,20211030012247
1726,123107,D,651,20211030021641
1727,123113,E,0,20211030022249
1728,123126,D,651,20211030031643
1729,123131,E,0,20211030032251
1730,123144,D,651,20211030041648
1731,123149,E,0,20211030042254
1732,123164,D,651,20211030051650
1733,123169,E,0,20211030052257
1734,123182,D,651,20211030061652
1735,123187,E,0,20211030062259
1736,123200,D,651,20211030071654
1737,123205,E,0,20211030072301
1738,123215,E,0,20211030082303
1739,123217,D,651,20211030081700
1740,123229,E,0,20211030092305
1741,123231,D,652,20211030092357
1742,123243,E,0,20211030102306
1743,123245,D,651,20211030102359
1744,123255,E,0,20211030112309
1745,123257,D,651,20211030112401
1746,123273,E,0,20211030122310
1747,123275,D,651,20211030122402
1748,123285,E,0,20211030132312
1749,123287,D,651,20211030132405
1750,123303,E,0,20211030142315
1751,123305,D,0,20211030142407
1752,123321,E,0,20211030152317
1753,123323,D,0,20211030152408
1754,123339,E,0,20211030162318
1755,123341,D,0,20211030162410
1756,123357,E,0,20211030172320
1757,123359,D,0,20211030172412
1758,123375,E,0,20211030182322
1759,123377,D,0,20211030182414
1760,123393,E,0,20211030192324
1761,123395,D,0,20211030192415
1762,123411,E,0,20211030202326
1763,123413,D,0,20211030202417
1764,123429,E,0,20211030212328
1765,123431,D,0,20211030212420
1766,123447,E,0,20211030222330
1767,123449,D,0,20211030222422
1768,123463,E,0,20211030232332
1769,123465,D,0,20211030232424
1770,123481,E,0,20211031002332
1771,123483,D,0,20211031002423
1772,123499,E,0,20211031012334
1773,123501,D,0,20211031012425
1774,123521,E,0,20211031022336
1775,123523,D,0,20211031022427
1776,123539,E,0,20211031032339
1777,123541,D,0,20211031032429
1778,123558,E,0,20211031042340
1779,123560,D,0,20211031042431
1780,123562,E,0,20211031042340
1781,123579,D,0,20211031052434
1782,123582,E,0,20211031053043
1783,123597,D,0,20211031062436
1784,123602,E,0,20211031063045
1785,123615,D,0,20211031072440
1786,123620,E,0,20211031073047
1787,123633,D,0,20211031082442
1788,123638,E,0,20211031083050
1789,123650,D,0,20211031092444
1790,123652,E,0,20211031093051
1791,123665,D,0,20211031102447
1792,123670,E,0,20211031103053
1793,123683,D,0,20211031112452
1794,123688,E,0,20211031113056
1795,123701,D,0,20211031122453
1796,123706,E,0,20211031123058
1797,123719,D,0,20211031132455
1798,123724,E,0,20211031133100
1799,123737,D,0,20211031142458
1800,123742,E,0,20211031143102
1801,123755,D,0,20211031152459
1802,123760,E,0,20211031153104
1803,123773,D,0,20211031162501
1804,123778,E,0,20211031163106
1805,123791,D,0,20211031172503
1806,123796,E,0,20211031173108
1807,123809,D,0,20211031182506
1808,123814,E,0,20211031183110
1809,123827,D,0,20211031192508
1810,123832,E,0,20211031193113
1811,123848,E,0,20211031203115
1812,123850,D,0,20211031202509
1813,123866,E,0,20211031213117
1814,123868,D,0,20211031213150
1815,123884,E,0,20211031223120
1816,123886,D,0,20211031223153
1817,123900,E,0,20211031233122
1818,123902,D,0,20211031233154
1819,123919,E,0,20211101003122
1820,123921,D,0,20211101003154
1821,123937,E,0,20211101013123
1822,123939,D,0,20211101013156
1823,123959,E,0,20211101023125
1824,123961,D,0,20211101023157
1825,123978,E,0,20211101033128
1826,123980,D,0,20211101033159
1827,123996,E,0,20211101043130
1828,123998,D,0,20211101043201
1829,124016,E,0,20211101053132
1830,124018,D,0,20211101053203
1831,124032,E,0,20211101063133
1832,124034,D,0,20211101063204
1833,124145,E,0,20211101073135
1834,124171,D,0,20211101073206
1835,124187,E,0,20211101083140
1836,124192,D,0,20211101083208
1837,124207,E,0,20211101093142
1838,124212,D,0,20211101093211
1839,124225,E,0,20211101103143
1840,124230,D,0,20211101103213
1841,124243,E,0,20211101113145
1842,124248,D,0,20211101113214
1843,124263,E,0,20211101123147
1844,124268,D,0,20211101123219
1845,124283,E,0,20211101133149
1846,124288,D,0,20211101133221
1847,124303,E,0,20211101143152
1848,124308,D,0,20211101143222
1849,124323,E,0,20211101153154
1850,124328,D,0,20211101153224
1851,124344,E,0,20211101163157
1852,124349,D,0,20211101163226
1853,124364,E,0,20211101173159
1854,124369,D,0,20211101173228
1855,124384,E,0,20211101183201
1856,124389,D,0,20211101183231
1857,124404,E,0,20211101193203
1858,124409,D,0,20211101193233
1859,124424,E,0,20211101203205
1860,124429,D,0,20211101203235
1861,124444,E,0,20211105011824
1862,124449,D,0,20211101213237
1863,124464,E,0,20211101223210
1864,124469,D,0,20211101223239
1865,124482,E,0,20211101233212
1866,124487,D,0,20211101233244
1867,124502,E,0,20211102003212
1868,124507,D,0,20211102003243
1869,124522,E,0,20211102013214
1870,124527,D,0,20211102013245
1871,124546,E,0,20211102023216
1872,124551,D,0,20211102023247
1873,124567,E,0,20211102033218
1874,124572,D,0,20211102033249
1875,124600,E,0,20211102043223
1876,124605,D,0,20211102043251
1877,124624,E,0,20211102053225
1878,124629,D,0,20211102053254
1879,124644,E,0,20211102063226
1880,124649,D,0,20211102063256
1881,124664,E,0,20211102073228
1882,124669,D,0,20211102073258
1883,124685,E,0,20211102083230
1884,124690,D,0,20211102083300
1885,124705,E,0,20211102093232
1886,124710,D,0,20211102093302
1887,124725,E,0,20211102103235
1888,124728,D,0,20211102103303
1889,124745,E,0,20211102113237
1890,124750,D,0,20211102113305
1891,124765,E,0,20211102123241
1892,124770,D,0,20211102123308
1893,124785,E,0,20211102133243
1894,124790,D,0,20211102133310
1895,124805,E,0,20211102143245
1896,124810,D,0,20211102143312
2357,124819,B,0,20210430033032
2358,124820,B,0,20210430063040
1897,124825,E,0,20211102153247
1898,124830,D,0,20211102153315
1899,124845,E,0,20211102163249
1900,124850,D,0,20211102163321
1901,124865,E,0,20211102173251
1902,124870,D,0,20211102173323
1903,124885,E,0,20211102183253
1904,124890,D,0,20211102183325
1905,124905,E,0,20211102193255
1906,124908,D,0,20211102193328
1907,124925,E,0,20211102203257
1908,124930,D,0,20211102203330
1909,124945,E,0,20211102213259
1910,124950,D,665,20211102213332
1911,124966,E,0,20211102223301
1912,124971,D,652,20211102223337
1913,124984,E,0,20211102233303
1914,124989,D,652,20211102233339
1915,125005,E,0,20211103003302
1916,125008,D,652,20211103003339
1917,125025,E,0,20211103013304
1918,125028,D,652,20211103013341
1919,125049,E,0,20211103023306
1920,125054,D,652,20211103023342
1921,125069,E,0,20211103033308
1922,125074,D,652,20211103033345
1923,125089,E,0,20211103043309
1924,125094,D,652,20211103043347
1925,125154,E,0,20211103053311
1926,125159,D,652,20211103053348
1927,125174,E,0,20211103063313
1928,125179,D,652,20211103063350
1929,125195,E,0,20211103073316
1930,125200,D,652,20211103073352
1931,125230,E,0,20211103083318
1932,125235,E,0,20211103093318
1933,125238,D,652,20211103083354
1934,125241,D,652,20211103093354
1935,125260,E,0,20211103103325
1936,125265,D,652,20211103103357
1937,125280,E,0,20211103113327
1938,125285,D,652,20211103113400
1939,125300,E,0,20211103123327
1940,125305,D,651,20211103123401
1941,125320,E,0,20211103133329
1942,125325,D,651,20211103133403
1943,125340,E,0,20211103143331
1944,125345,D,652,20211103143405
1945,125360,E,0,20211103153333
1946,125365,D,651,20211103153410
1947,125381,E,0,20211103163335
1948,125386,D,651,20211103163413
1949,125403,E,0,20211103173336
1950,125408,D,651,20211103173414
1951,125423,E,0,20211103183341
1952,125428,D,651,20211103183416
1953,125443,E,0,20211103193343
1954,125448,D,651,20211103193419
1955,125463,E,0,20211103203345
1956,125468,D,651,20211103203422
1957,125483,E,0,20211103213347
1958,125488,D,651,20211103213424
1959,125503,E,0,20211103223348
1960,125508,D,651,20211103223425
1961,125523,E,0,20211103233353
1962,125528,D,651,20211103233428
1963,125544,E,0,20211104003355
1964,125549,D,651,20211104003429
1965,125560,E,0,20211104013356
1966,125565,D,651,20211104013431
1967,125608,E,0,20211104023359
1968,125613,D,651,20211104023433
1969,125616,E,0,20211104033400
1970,125619,D,652,20211104033435
1971,125622,E,0,20211104043404
1972,125625,D,651,20211104043438
1973,125635,E,0,20211104053405
1974,125640,D,651,20211104053439
1975,125655,E,0,20211104063407
1976,125660,D,651,20211104063440
1977,125675,E,0,20211104073410
1978,125680,D,652,20211104073442
1979,125695,E,0,20211104083411
1980,125700,D,651,20211104083447
1981,125715,E,0,20211104093413
1982,125720,D,652,20211104093449
1983,125735,E,0,20211104103415
1984,125740,D,652,20211104103454
1985,125753,E,0,20211104113417
1986,125758,D,652,20211104113456
1987,125916,E,0,20211104123417
1988,125923,D,651,20211104123457
1989,125938,E,0,20211104133419
1990,125943,D,651,20211104133458
1991,125948,E,0,20211104143421
1992,125951,D,651,20211104143500
1993,125956,E,0,20211104153422
1994,125969,D,651,20211104153502
1995,125974,E,0,20211104163424
1996,125977,D,651,20211104163503
1997,125982,E,0,20211104173426
1998,125987,D,651,20211104173507
1999,125992,E,0,20211104183429
2000,125995,D,651,20211104183508
2001,125997,D,651,20211104193510
2002,126000,E,0,20211104193431
2003,126003,E,0,20211104203432
2004,126006,D,651,20211104203511
2005,126009,E,0,20211104213434
2006,126012,D,651,20211104213514
2007,126015,E,0,20211104223435
2008,126018,D,651,20211104223515
2009,126021,E,0,20211104233438
2010,126024,D,651,20211104233517
2011,126028,E,0,20211105003439
2012,126031,D,651,20211105003519
2013,126034,E,0,20211105013442
2014,126037,D,651,20211105013521
2015,126040,E,0,20211105023447
2016,126043,D,651,20211105023523
2017,126046,E,0,20211105033448
2018,126049,D,651,20211105033525
2019,126052,E,0,20211105043450
2020,126055,D,651,20211105043527
2021,126058,E,0,20211105053455
2022,126061,D,651,20211105053528
2023,126064,E,0,20211105063500
2024,126067,D,651,20211105063531
2025,126070,E,0,20211105073502
2026,126073,D,652,20211105073532
2027,126142,E,0,20211117234006
2028,126145,E,0,20211118004007
2029,126163,E,0,20211118014008
2030,126166,E,0,20211118024009
2031,126169,E,0,20211118034010
2032,126173,E,0,20211118044011
2033,126185,E,0,20211118054012
2034,126188,E,0,20211118064013
2035,126194,E,0,20211118074014
2036,126201,E,0,20211118084015
2037,126207,E,0,20211118094016
2038,126213,E,0,20211118104017
2039,126219,E,0,20211118114018
2040,126223,E,0,20211118124019
2041,126226,E,0,20211118134020
2042,126229,E,0,20211118144021
2043,126232,E,0,20211118154022
2044,126235,E,0,20211118164023
2045,126238,D,0,20211117234036
2046,126253,D,0,20211118004037
2047,126268,D,0,20211118014038
2048,126283,D,0,20211118024039
2049,126298,D,0,20211118034040
2050,126313,D,0,20211118044041
2051,126328,D,0,20211118054042
2052,126343,D,0,20211118064043
2053,126358,D,0,20211118074044
2054,126373,D,0,20211118084045
2055,126388,D,0,20211118094046
2056,126403,D,0,20211118104047
2057,126405,D,0,20211118114048
2058,126407,D,0,20211118124049
2059,126409,D,0,20211118134050
2060,126411,D,0,20211118144051
2061,126413,D,0,20211118154052
2062,126415,D,0,20211118164053
2063,126430,E,0,20211118173958
2064,126435,D,0,20211118174023
2065,126450,E,0,20211118184000
2066,126455,D,0,20211118184026
2067,126470,E,0,20211118194002
2068,126473,D,0,20211118194031
2069,126490,E,0,20211118204004
2070,126493,D,0,20211118204032
2071,126510,E,0,20211118214006
2072,126515,D,0,20211118214034
2073,126530,E,0,20211118224008
2074,126535,D,0,20211118224037
2075,126550,E,0,20211118234011
2076,126555,D,0,20211118234039
2077,126570,E,0,20211119003906
2078,126575,D,0,20211119003933
2079,126590,E,0,20211119013907
2080,126595,D,0,20211119013934
2081,126614,E,0,20211119023909
2082,126619,D,0,20211119023936
2083,126634,E,0,20211119033911
2084,126639,D,0,20211119033938
2085,126654,E,0,20211119043913
2086,126659,D,0,20211119043940
2087,126678,E,0,20211119053914
2088,126683,D,0,20211119053941
2089,126698,E,0,20211119063916
2090,126703,D,0,20211119063943
2091,126718,E,0,20211119073918
2092,126723,D,0,20211119073949
2093,126739,E,0,20211119083922
2094,126744,D,0,20211119083951
2095,126749,D,34,19691231210000
2096,126753,E,0,19691231210000
2097,126773,D,104,20211119094702
2098,126776,E,0,20211119094744
2099,126793,D,0,20211119104705
2100,126798,E,0,20211119104746
2101,126813,D,0,20211119114707
2102,126818,E,0,20211119114749
2103,126833,D,0,20211119124707
2104,126838,E,0,20211119124750
2105,126854,D,0,20211119134711
2106,126857,E,0,20211119134753
2107,126863,E,0,19691231210000
2108,126877,D,0,20211119144712
2109,126883,E,0,20211119145527
2110,126895,D,0,20211119154714
2111,126901,E,0,20211119155529
2112,126915,D,0,20211119164716
2113,126921,E,0,20211119165531
2114,126935,D,0,20211119174717
2115,126941,E,0,20211119175534
2116,126955,D,0,20211119184719
2117,126961,E,0,20211119185537
2118,126975,D,0,20211119194721
2119,126981,E,0,20211119195539
2120,126995,D,0,20211119204723
2121,127001,E,0,20211119205541
2122,127015,D,0,20211119214725
2123,127021,E,0,20211119215543
2124,127035,D,0,20211119224726
2125,127041,E,0,20211119225545
2126,127055,D,0,20211119234728
2127,127061,E,0,20211119235546
2128,127075,D,0,20211120004731
2129,127081,E,0,20211120005547
2130,127095,D,0,20211120014736
2131,127101,E,0,20211120015550
2132,127119,D,0,20211120024738
2133,127125,E,0,20211120025551
2134,127139,D,0,20211120034740
2135,127145,E,0,20211120035553
2136,127159,D,0,20211120044742
2137,127165,E,0,20211120045555
2138,127197,D,0,20211120054743
2139,127203,E,0,20211120055557
2140,127217,D,0,20211120064745
2141,127223,E,0,20211120065559
2142,127237,D,0,20211120074748
2143,127243,E,0,20211120075600
2144,127257,D,0,20211120084750
2145,127263,E,0,20211120085602
2146,127277,D,0,20211120094751
2147,127283,E,0,20211120095605
2148,127297,D,0,20211120104756
2149,127303,E,0,20211120105608
2150,127317,D,0,20211120114758
2151,127323,E,0,20211120115609
2152,127337,D,0,20211120124800
2153,127343,E,0,20211120125611
2154,127357,D,0,20211120134802
2155,127363,E,0,20211120135616
2156,127377,D,0,20211120144804
2157,127383,E,0,20211120145618
2158,127397,D,0,20211120154806
2159,127403,E,0,20211120155620
2160,127417,D,0,20211120164808
2161,127423,E,0,20211120165621
2162,127437,D,0,20211120174812
2163,127443,E,0,20211120175623
2164,127457,D,0,20211120184814
2165,127463,E,0,20211120185625
2426,127468,B,0,20210610140714
2427,127470,B,0,20210610150715
2428,127472,B,0,20210610160716
2429,127474,B,0,20210610170717
2430,127476,B,0,20210610180718
2166,127477,D,0,20211120194817
2431,127478,B,0,20210610190719
2432,127480,B,0,20210610200720
2433,127482,B,0,20210610210721
2167,127483,E,0,20211120195628
2434,127484,B,0,20210610220722
2435,127486,B,0,20210610230723
2436,127488,B,0,20210611000724
2437,127490,B,0,20210611010725
2438,127492,B,0,20210611020726
2439,127494,B,0,20210611030727
2440,127496,B,0,20210611040728
2168,127497,D,0,20211120204820
2441,127501,B,0,20210611050729
2442,127503,B,0,20210611060730
2169,127503,E,0,20211120205629
2443,127505,B,160,20210611070731
2170,127517,D,0,20211120214824
2171,127523,E,0,20211120215631
2172,127537,D,0,20211120224826
2173,127543,E,0,20211120225633
2174,127555,D,0,20211120234828
2175,127561,E,0,20211120235635
2176,127575,D,0,20211121004828
2177,127581,E,0,20211121005635
2178,127595,D,0,20211121014833
2179,127601,E,0,20211121015636
2180,127619,D,0,20211121024835
2181,127625,E,0,20211121025638
2182,127635,D,0,20211121034837
2183,127641,E,0,20211121035641
2184,127655,D,0,20211121044840
2185,127661,E,0,20211121045644
2186,127680,D,0,20211121054841
2187,127686,E,0,20211121055646
2188,127700,D,0,20211121064846
2189,127706,E,0,20211121065650
2190,127720,D,0,20211121074848
2191,127726,E,0,20211121075652
2446,127728,B,0,20210611080750
2192,127740,D,0,20211121084850
2193,127746,E,0,20211121085654
2194,127760,D,0,20211121094853
2195,127766,E,0,20211121095656
2196,127780,D,0,20211121104854
2197,127786,E,0,20211121105657
2198,127798,D,0,20211121114856
2199,127804,E,0,20211121115659
2200,127818,D,0,20211121124857
2201,127824,E,0,20211121125659
2202,127838,D,0,20211121134858
2203,127844,E,0,20211121135701
2204,127858,D,0,20211121144903
2205,127864,E,0,20211121145703
2206,127878,D,0,20211121154905
2207,127884,E,0,20211121155705
2208,127898,D,0,20211121164907
2209,127904,E,0,20211121165708
2210,127918,D,0,20211121174909
2211,127924,E,0,20211121175710
2212,127938,D,0,20211121184911
2213,127944,E,0,20211121185711
2214,127958,D,0,20211121194913
2215,127964,E,0,20211121195714
2216,127979,D,0,20211121204915
2217,127985,E,0,20211121205716
2218,127999,D,0,20211121214916
2219,128005,E,0,20211121215718
2220,128019,D,0,20211121224918
2221,128025,E,0,20211121225719
2222,128039,D,0,20211121234920
2223,128045,E,0,20211121235721
2224,128059,D,0,20211122004922
2225,128065,E,0,20211122005723
2226,128079,D,0,20211122014923
2227,128085,E,0,20211122015725
2228,128103,D,0,20211122024925
2229,128109,E,0,20211122025728
2230,128123,D,0,20211122034927
2231,128129,E,0,20211122035729
2232,128143,D,0,20211122044929
2233,128149,E,0,20211122045731
2234,128167,D,0,20211122054931
2235,128173,E,0,20211122055737
2236,128187,D,0,20211122064933
2237,128193,E,0,20211122065740
2238,128207,D,0,20211122074935
2239,128213,E,0,20211122075742
2240,128227,D,0,20211122084937
2241,128233,E,0,20211122085744
2242,128248,D,0,20211122094939
2243,128254,E,0,20211122095747
2244,128268,D,0,20211122104940
2245,128274,E,0,20211122105752
2246,128286,D,0,20211122114943
2247,128292,E,0,20211122115755
2248,128306,D,0,20211122124943
2249,128312,E,0,20211122125756
2250,128326,D,0,20211122134948
2251,128332,E,0,20211122135757
2252,128346,D,0,20211122144950
2253,128352,E,0,20211122145759
2254,128366,D,0,20211122154951
2255,128372,E,0,20211122155802
2256,128386,D,0,20211122164953
2257,128392,E,0,20211122165804
2258,128406,D,0,20211122174955
2259,128412,E,0,20211122175809
2260,128426,D,0,20211122184957
